bus_i,kV,Type,Import,Lat,Lon
1743,66,'Substation',' ',40.40490556,-122.1217246
1744,115,'Substation',' ',40.51800505,-122.3153389
1745,66,'Substation',' ',40.45955127,-121.8664328
1746,66,'Substation',' ',40.40132958,-121.9651054
1747,66,'Substation',' ',40.14465791,-122.2116928
1748,115,'Substation',' ',40.17581925,-121.1907463
1749,66,'Substation',' ',39.97493535,-120.9447603
1750,66,'Substation',' ',39.75696824,-120.3708737
1751,66,'Substation',' ',39.80126759,-120.6449025
1752,66,'Substation',' ',39.24586381,-120.0274494
1753,66,'Substation',' ',39.13686954,-121.6401138
1754,66,'Substation',' ',39.0525088,-121.6919042
1755,115,'Substation',' ',38.88992636,-121.0984958
1756,115,'Substation',' ',38.8057044,-122.8149792
1757,115,'Substation',' ',38.81471409,-122.8020392
1758,230,'Substation',' ',38.8053101,-122.7838602
1759,66,'Substation',' ',37.31772837,-122.0887268
1760,230,'Substation',' ',38.795979,-122.7670067
1761,66,'Substation',' ',38.7794983,-121.2827414
1762,230,'Substation',' ',38.75227765,-122.7195493
1763,66,'Substation',' ',38.60655701,-122.852858
1764,66,'Substation',' ',38.64740601,-121.411359
1765,66,'Substation',' ',38.60630599,-121.34661
1766,66,'Substation',' ',38.62063386,-121.405762
1767,66,'Substation',' ',38.59310499,-121.237507
1768,66,'Substation',' ',38.61922402,-121.282636
1769,66,'Substation',' ',38.60908499,-121.491049
1770,66,'Substation',' ',38.61934901,-121.439584
1771,66,'Substation',' ',38.58062618,-121.3851902
1772,66,'Substation',' ',38.59787636,-121.3812278
1773,66,'Substation',' ',38.57077511,-121.451394
1774,66,'Substation',' ',38.55643741,-121.4265029
1775,66,'Substation',' ',38.53171154,-121.4001031
1776,66,'Substation',' ',38.52911015,-121.7513987
1777,66,'Substation',' ',38.49860176,-121.4279462
1778,66,'Substation',' ',38.34437299,-121.1235694
1779,66,'Substation',' ',38.271455,-121.312744
1780,66,'Substation',' ',38.27497882,-121.282964
1781,115,'Substation',' ',38.19806517,-122.1551376
1782,115,'Substation',' ',38.20550643,-122.147878
1783,230,'Substation',' ',38.123638,-121.829231
1784,66,'Substation',' ',38.24122071,-121.8557539
1785,66,'Substation',' ',38.22659284,-121.8441836
1786,115,'Substation',' ',38.22688953,-121.0245828
1787,230,'Substation',' ',38.08793823,-121.3882058
1788,66,'Substation',' ',38.11600961,-121.290442
1789,66,'Substation',' ',38.13724028,-121.2613779
1790,66,'Substation',' ',37.91255598,-121.2633716
1791,66,'Substation',' ',37.93766718,-121.3283912
1792,66,'Substation',' ',37.79785502,-121.274217
1793,66,'Substation',' ',37.80878549,-121.2765713
1794,66,'Substation',' ',37.75614112,-121.4169099
1795,115,'Substation',' ',37.67245302,-121.5443886
1796,115,'Substation',' ',37.72005266,-121.4884286
1797,115,'Substation',' ',37.71036086,-121.4899576
1798,115,'Substation',' ',37.73691799,-122.3768664
1799,115,'Substation',' ',37.74602982,-122.4033721
1800,66,'Substation',' ',37.64289802,-121.040375
1801,66,'Substation',' ',37.65300923,-121.0196588
1802,66,'Substation',' ',37.637159,-120.993187
1803,66,'Substation',' ',37.641965,-121.00605
1804,66,'Substation',' ',37.62925302,-120.931338
1805,66,'Substation',' ',37.48947163,-120.8380604
1806,115,'Substation',' ',37.48773294,-120.8968342
1807,66,'Substation',' ',37.45537671,-122.1782867
1808,66,'Substation',' ',37.4547593,-121.9355511
1809,115,'Substation',' ',37.40954139,-122.0317761
1810,115,'Substation',' ',37.41613333,-122.0308028
1811,115,'Substation',' ',37.41811202,-122.063481
1812,66,'Substation',' ',37.36941523,-121.9445236
1813,115,'Substation',' ',37.26909516,-121.7872462
1814,66,'Substation',' ',37.22643981,-121.9773522
1815,115,'Substation',' ',37.24447236,-121.7964123
1816,115,'Substation',' ',37.21507985,-121.8043416
1817,66,'Substation',' ',37.2142178,-121.8952356
1818,115,'Substation',' ',37.19925063,-121.7490891
1819,500,'Substation',' ',37.22628255,-121.7462767
1820,230,'Substation',' ',37.22141404,-121.746599
1821,115,'Substation',' ',36.99859078,-121.5364215
1822,66,'Substation',' ',36.91115927,-121.7679575
1823,115,'Substation',' ',35.02029675,-117.5662498
1824,115,'Substation',' ',35.01551078,-117.5657344
1825,115,'Substation',' ',35.01904365,-117.5555104
1826,115,'Substation',' ',35.01185281,-117.5556662
1827,115,'Substation',' ',35.00735718,-117.5557409
1828,115,'Substation',' ',35.70415183,-117.3933603
1829,115,'Substation',' ',35.76488065,-117.3754457
1830,500,'Substation',' ',35.21629199,-120.847388
1831,230,'Substation',' ',34.14883909,-115.1219475
1832,115,'Substation',' ',34.94478983,-120.4577742
1833,115,'Substation',' ',34.86159802,-116.8280445
1834,230,'Substation',' ',34.59531611,-117.3630892
1835,66,'Substation',' ',34.76375276,-120.5259889
1836,66,'Substation',' ',34.60605018,-117.3350898
1837,115,'Substation',' ',34.38305539,-116.9411811
1838,115,'Substation',' ',34.566,-117.3124944
1839,66,'Substation',' ',34.4041565,-119.7265495
1840,230,'Substation',' ',34.29103334,-114.141425
1841,115,'Substation',' ',34.30747075,-117.3234937
1842,66,'Substation',' ',34.14563804,-117.0591055
1843,115,'Substation',' ',34.0742056,-117.0774917
1844,66,'Substation',' ',34.0417976,-117.36086
1845,115,'Substation',' ',34.08802668,-117.0396618
1846,66,'Substation',' ',34.04401675,-117.5682165
1847,66,'Substation',' ',33.98992232,-117.6806503
1848,115,'Substation',' ',33.94999167,-116.66685
1849,115,'Substation',' ',33.91601977,-116.7183577
1850,115,'Substation',' ',33.91775834,-116.6428055
1851,115,'Substation',' ',33.93719236,-116.6157222
1852,115,'Substation',' ',33.92625001,-116.6148056
1853,115,'Substation',' ',33.92066048,-116.5811554
1854,115,'Substation',' ',33.92176389,-116.5797111
1855,115,'Substation',' ',33.93161389,-116.5689805
1856,115,'Substation',' ',33.90733058,-116.5798389
1857,115,'Substation',' ',33.90721389,-116.5793333
1858,115,'Substation',' ',33.91063251,-116.5528915
1859,66,'Substation',' ',33.9307667,-117.2935923
1860,115,'Substation',' ',33.87760559,-116.4643638
1861,66,'Substation',' ',33.96216982,-117.4528961
1862,500,'Substation',' ',33.67121576,-115.5589824
1863,66,'Substation',' ',33.85479613,-117.4538978
1864,115,'Substation',' ',33.91713502,-116.7346083
1865,115,'Substation',' ',33.83565128,-117.1830736
1866,66,'Substation',' ',33.85342728,-117.8570252
1867,66,'Substation',' ',33.83104984,-117.9113948
1868,66,'Substation',' ',33.80449763,-117.900745
1869,115,'Substation',' ',33.77345347,-116.2845082
1870,115,'Substation',' ',33.74289723,-116.1966315
1871,115,'Substation',' ',33.66994416,-116.1571434
1872,115,'Substation',' ',33.67655626,-116.1724908
1873,115,'Substation',' ',33.69921608,-116.269905
1874,115,'Substation',' ',33.63038756,-116.2392514
1875,115,'Substation',' ',33.68098774,-117.0698252
1876,115,'Substation',' ',33.687275,-117.1460111
1877,66,'Substation',' ',33.06849724,-117.1413944
1878,66,'Substation',' ',32.87607979,-117.1658958
1879,66,'Substation',' ',32.883611,-117.222466
1880,66,'Substation',' ',32.67076687,-117.1147256
1881,66,'Substation',' ',32.5916948,-117.0585226
1882,66,'Substation',' ',32.56629513,-116.9443235
1883,66,'Substation',' ',39.11355687,-121.3330798
1884,66,'Substation',' ',39.09777864,-121.3373207
1885,115,'Substation',' ',38.67863771,-121.7600408
1886,66,'Substation',' ',38.60717675,-121.5241233
1887,115,'Substation',' ',38.24645008,-120.0338424
1888,115,'Substation',' ',38.20287089,-120.0768601
1889,115,'Substation',' ',38.18612556,-120.150002
1890,115,'Substation',' ',38.13789804,-120.3701892
1891,66,'Substation',' ',37.6966396,-120.4201211
1892,66,'Substation',' ',36.13582345,-118.7890314
1893,66,'Substation',' ',34.19593016,-119.1668901
1894,66,'Substation',' ',34.14297045,-119.1828051
1895,66,'Substation',' ',34.14113701,-119.1844939
1896,66,'Substation',' ',34.15667223,-119.2092028
1897,115,'Substation',' ',32.68431555,-114.4695691
1898,500,'Substation','IMPORT',42.07986401,-121.3901623
1899,66,'Substation',' ',39.93440815,-120.8882835
1900,66,'Substation',' ',38.21807754,-122.1584791
1901,66,'Substation',' ',34.99610491,-117.3036821
1902,66,'Substation',' ',38.57810705,-121.28952
1903,66,'Substation',' ',38.27385606,-121.3138934
1904,115,'Substation',' ',38.27647582,-121.7967847
1905,230,'Substation',' ',38.05886608,-121.3769021
1906,115,'Substation',' ',37.77065318,-122.2246715
1907,230,'Substation',' ',37.25376296,-121.9662772
1908,66,'Substation',' ',36.90277062,-121.76387
1909,66,'Substation',' ',36.90275189,-121.7559092
1910,230,'Substation',' ',36.73565748,-120.6402159
1911,115,'Substation',' ',39.73015383,-121.796365
1912,230,'Substation',' ',38.76621101,-122.7132248
1913,230,'Substation',' ',38.7658666,-122.7119276
1914,115,'Substation',' ',38.01338898,-121.8641362
1915,66,'Substation',' ',38.00443593,-122.055216
1916,66,'Substation',' ',37.98255043,-121.7493958
1917,230,'Substation',' ',37.76722152,-121.6165152
1918,230,'Substation',' ',37.76433684,-121.6144491
1919,115,'Substation',' ',36.80545886,-118.1868338
1920,66,'Substation',' ',36.18093633,-120.3879297
1921,66,'Substation',' ',36.30752169,-120.2516134
1922,66,'Substation',' ',35.51759999,-119.7613417
1923,115,'Substation',' ',35.60091105,-119.403033
1924,115,'Substation',' ',35.44065586,-118.9605384
1925,115,'Substation',' ',35.41569334,-119.0119946
1926,230,'Substation',' ',35.38771939,-119.1640945
1927,230,'Substation',' ',35.10812875,-118.3138502
1928,66,'Substation',' ',35.08816944,-118.3670165
1929,66,'Substation',' ',35.07590833,-118.3726066
1930,230,'Substation',' ',35.09908646,-118.3345469
1931,66,'Substation',' ',35.09826195,-118.3378519
1932,66,'Substation',' ',35.05390316,-118.34667
1933,66,'Substation',' ',35.07305681,-118.3203834
1934,66,'Substation',' ',35.07808854,-118.3111001
1935,66,'Substation',' ',35.07880128,-118.3093627
1936,66,'Substation',' ',35.07922962,-118.3049045
1937,115,'Substation',' ',35.21033334,-119.5826444
1938,115,'Substation',' ',35.20995835,-119.581225
1939,66,'Substation',' ',34.305325,-118.5004778
1940,66,'Substation',' ',34.19192629,-118.3231889
1941,66,'Substation',' ',34.18601701,-118.347346
1942,66,'Substation',' ',34.16599255,-118.2961017
1943,66,'Substation',' ',34.15402513,-118.3394597
1944,66,'Substation',' ',33.92079574,-118.1274327
1945,66,'Substation',' ',33.78784139,-118.3002395
1946,66,'Substation',' ',40.67319414,-122.3688692
1947,66,'Substation',' ',38.75211412,-121.3140177
1948,66,'Substation',' ',38.77889884,-121.3089818
1949,66,'Substation',' ',38.72833851,-121.269809
1950,66,'Substation',' ',37.36937638,-121.9563813
1951,230,'Substation',' ',35.21590889,-120.8512451
1952,66,'Substation',' ',34.60145611,-117.3350595
1953,66,'Substation',' ',34.58002088,-117.3693753
1954,66,'Substation',' ',34.10370114,-117.5264367
1955,66,'Substation',' ',33.83390123,-117.4972091
1956,66,'Substation',' ',39.19110887,-121.9904572
1957,66,'Substation',' ',38.78153534,-121.3077791
1958,66,'Substation',' ',38.42101505,-120.5497737
1959,66,'Substation',' ',38.13803636,-121.3861773
1960,66,'Substation',' ',36.88170591,-121.6032411
1961,66,'Substation',' ',37.37197302,-121.9506779
1962,66,'Substation',' ',37.71068202,-121.0136898
1963,66,'Substation',' ',37.70470281,-121.0417369
1964,66,'Substation',' ',37.64504464,-120.6068048
1965,66,'Substation',' ',37.57957789,-121.2059602
1966,115,'Substation',' ',37.3635047,-120.6317933
1967,66,'Substation',' ',36.96772403,-120.2026749
1968,115,'Substation',' ',36.70011514,-119.737072
1969,66,'Substation',' ',36.53156657,-120.1704548
1970,66,'Substation',' ',36.13094168,-120.245123
1971,66,'Substation',' ',36.2645078,-119.9062759
1972,66,'Substation',' ',36.21699729,-121.1271469
1973,66,'Substation',' ',36.31291154,-119.6543971
1974,66,'Substation',' ',36.26903562,-119.6545088
1975,66,'Substation',' ',36.26974983,-119.6473706
1976,66,'Substation',' ',36.25516045,-119.6490377
1977,66,'Substation',' ',35.84304303,-119.9083816
1978,66,'Substation',' ',35.83498773,-119.9426154
1979,66,'Substation',' ',36.35733718,-119.3129715
1980,66,'Substation',' ',36.31853504,-119.3117235
1981,66,'Substation',' ',35.7309326,-120.2077977
1982,66,'Substation',' ',35.70756238,-120.0841888
1983,115,'Substation',' ',35.4486638,-119.7339932
1984,115,'Substation',' ',35.4562202,-119.6319178
1985,115,'Substation',' ',35.4439513,-119.6609901
1986,66,'Substation',' ',35.47018145,-119.7510309
1987,230,'Substation',' ',35.0141651,-118.9775458
1988,66,'Substation',' ',35.74210436,-119.051819
1989,66,'Substation',' ',35.06200315,-118.3205828
1990,115,'Substation',' ',35.03228875,-117.7015827
1991,66,'Substation',' ',34.27976053,-119.3010385
1992,66,'Substation',' ',34.12874902,-119.0956835
1993,66,'Substation',' ',34.51757917,-117.2156822
1994,66,'Substation',' ',34.53535066,-117.2951374
1995,66,'Substation',' ',34.24286195,-117.2854823
1996,115,'Substation',' ',33.9477822,-116.9232031
1997,66,'Substation',' ',34.09050178,-117.533316
1998,66,'Substation',' ',34.03301841,-117.5214519
1999,66,'Substation',' ',34.05649126,-117.6456358
2000,66,'Substation',' ',33.99376264,-117.7086853
2001,66,'Substation',' ',34.09563526,-117.440474
2002,66,'Substation',' ',34.0230499,-117.3766349
2003,66,'Substation',' ',34.07679718,-117.4346845
2004,66,'Substation',' ',34.10130445,-117.368353
2005,66,'Substation',' ',34.164599,-117.2864129
2006,115,'Substation',' ',34.1288882,-117.3043733
2007,66,'Substation',' ',34.12072036,-117.3103556
2008,66,'Substation',' ',34.12095856,-117.2583267
2009,115,'Substation',' ',34.44514481,-116.9466369
2010,66,'Substation',' ',34.86248816,-116.8909496
2011,66,'Substation',' ',34.88999449,-117.0018638
2012,66,'Substation',' ',34.90108975,-117.0221335
2013,66,'Substation',' ',34.89160541,-117.049312
2014,66,'Substation',' ',34.9072516,-117.1540201
2015,66,'Substation',' ',34.86475877,-117.1177491
2016,115,'Substation',' ',34.1359889,-116.3156637
2017,115,'Substation',' ',34.13779814,-116.0537102
2018,66,'Substation',' ',34.02772415,-117.1653247
2019,66,'Substation',' ',34.10244419,-117.5452261
2020,66,'Substation',' ',34.7209336,-118.1788309
2021,66,'Substation',' ',34.14938981,-118.6644768
2022,66,'Substation',' ',33.88193703,-117.5884483
2023,66,'Substation',' ',33.74682731,-116.9756602
2024,66,'Substation',' ',33.92128128,-116.876008
2025,115,'Substation',' ',33.80845523,-116.4726024
2026,66,'Substation',' ',33.81299035,-116.5435857
2027,66,'Substation',' ',33.79897529,-116.5432439
2028,115,'Substation',' ',33.7259849,-116.2543635
2029,115,'Substation',' ',33.52501628,-116.1131999
2030,66,'Substation',' ',33.87894152,-117.8873634
2031,66,'Substation',' ',33.83755882,-117.9681754
2032,66,'Substation',' ',33.80803397,-117.9332035
2033,66,'Substation',' ',33.84837748,-117.9106911
2034,66,'Substation',' ',33.82668375,-117.9024838
2035,66,'Substation',' ',33.85820599,-117.8071247
2036,66,'Substation',' ',33.62954877,-117.9250012
2037,66,'Substation',' ',32.66719695,-116.7001427
2038,66,'Substation',' ',33.02116972,-117.1342178
2039,66,'Substation',' ',32.88485153,-117.2008385
2040,115,'Substation',' ',32.7126482,-117.1308139
2041,66,'Substation',' ',32.76724014,-115.5383555
2042,115,'Substation',' ',32.82017958,-115.5102463
2043,115,'Substation',' ',32.67546136,-115.3730132
2044,115,'Substation',' ',33.15371813,-115.639604
2045,66,'Substation',' ',34.0822219,-117.9261072
2046,66,'Substation',' ',34.13866519,-117.9657695
2047,66,'Substation',' ',34.14300447,-118.0028218
2048,66,'Substation',' ',34.11844514,-118.008015
2049,66,'Substation',' ',34.15824526,-118.0545549
2050,66,'Substation',' ',34.12854766,-118.0674658
2051,66,'Substation',' ',34.10617907,-118.0682685
2052,66,'Substation',' ',34.0881554,-118.0759694
2053,66,'Substation',' ',34.05215852,-118.0488728
2054,66,'Substation',' ',34.11216764,-118.1654356
2055,66,'Substation',' ',34.00190359,-118.0782253
2056,66,'Substation',' ',34.02059386,-118.1053235
2057,66,'Substation',' ',34.00609425,-118.1216643
2058,66,'Substation',' ',33.94801917,-118.0066737
2059,66,'Substation',' ',33.93550647,-118.0942072
2060,66,'Substation',' ',33.89973377,-118.1184703
2061,66,'Substation',' ',33.92451886,-118.0676978
2062,66,'Substation',' ',33.99005369,-118.0648964
2063,66,'Substation',' ',34.05746641,-118.1822514
2064,66,'Substation',' ',34.03653489,-118.1789908
2065,66,'Substation',' ',34.03354114,-118.1626139
2066,66,'Substation',' ',34.02441084,-118.1546498
2067,66,'Substation',' ',33.98106055,-118.186159
2068,66,'Substation',' ',33.97555785,-118.2480049
2069,66,'Substation',' ',33.95677603,-118.1899735
2070,66,'Substation',' ',33.95347762,-118.1774452
2071,66,'Substation',' ',33.94641224,-118.1660836
2072,66,'Substation',' ',33.94534369,-118.1750032
2073,66,'Substation',' ',33.95866685,-118.2369151
2074,66,'Substation',' ',33.94710328,-118.213069
2075,66,'Substation',' ',33.92709968,-118.2127966
2076,66,'Substation',' ',33.92066364,-118.1880085
2077,66,'Substation',' ',33.91649613,-118.2385643
2078,66,'Substation',' ',33.88177182,-118.1956953
2079,66,'Substation',' ',34.19147793,-118.1484119
2080,66,'Substation',' ',34.22272085,-118.388532
2081,66,'Substation',' ',34.18851555,-118.3348953
2082,66,'Substation',' ',34.14649743,-118.2608476
2083,66,'Substation',' ',34.11312249,-118.267733
2084,66,'Substation',' ',34.12070019,-118.2262352
2085,66,'Substation',' ',34.08673267,-118.21442
2086,66,'Substation',' ',34.11393906,-118.1893829
2087,66,'Substation',' ',33.8974341,-118.2247208
2088,66,'Substation',' ',33.82401308,-118.2393177
2089,66,'Substation',' ',33.83151973,-118.2140953
2090,66,'Substation',' ',33.78320086,-118.1915831
2091,66,'Substation',' ',34.08994998,-118.3608738
2092,66,'Substation',' ',34.02167221,-118.458565
2093,66,'Substation',' ',34.02976491,-118.4659844
2094,66,'Substation',' ',34.01504769,-118.4022034
2095,66,'Substation',' ',34.01144285,-118.4164117
2096,66,'Substation',' ',33.92056244,-118.3355132
2097,66,'Substation',' ',33.90951875,-118.3908616
2098,66,'Substation',' ',33.90937336,-118.4115222
2099,66,'Substation',' ',33.89530076,-118.4098942
2100,66,'Substation',' ',33.86598502,-118.3483554
2101,66,'Substation',' ',33.84828869,-118.387829
2102,66,'Substation',' ',33.84816655,-118.3300529
2103,66,'Substation',' ',33.77966215,-118.3873419
2104,230,'Substation',' ',33.89909374,-118.3846356
2105,66,'Substation',' ',36.92817149,-120.1070544
2106,230,'Substation',' ',39.53670207,-122.2609693
2107,230,'Substation',' ',39.36528231,-122.2638437
2108,66,'Substation',' ',39.19443266,-121.4421906
2109,66,'Substation',' ',38.56753222,-121.5688412
2110,66,'Substation',' ',38.82271105,-121.3082231
2111,66,'Substation',' ',38.80092722,-121.2174637
2112,66,'Substation',' ',38.65326453,-120.9654797
2113,66,'Substation',' ',38.44026158,-122.7090068
2114,230,'Substation',' ',38.44282579,-122.5838138
2115,230,'Substation',' ',38.42885652,-122.5933435
2116,230,'Substation',' ',38.13818919,-122.2091105
2117,66,'Substation',' ',38.04858913,-122.2216993
2118,66,'Substation',' ',38.40796819,-121.9535987
2119,66,'Substation',' ',38.13827559,-121.3879479
2120,66,'Substation',' ',38.15262823,-121.245421
2121,230,'Substation',' ',38.01861691,-121.8508717
2122,115,'Substation',' ',37.83984215,-122.4785842
2123,66,'Substation',' ',37.96209566,-122.3474106
2124,115,'Substation',' ',37.94691618,-122.3987455
2125,66,'Substation',' ',37.93855075,-122.3246229
2126,66,'Substation',' ',37.92501343,-122.3373506
2127,66,'Substation',' ',37.9247241,-122.3593914
2128,66,'Substation',' ',37.90942594,-122.3068776
2129,66,'Substation',' ',37.90188336,-122.286301
2130,66,'Substation',' ',37.9022322,-122.2966299
2131,66,'Substation',' ',37.8908588,-122.2922097
2132,66,'Substation',' ',37.88498247,-122.2551057
2133,66,'Substation',' ',37.88892428,-122.272939
2134,66,'Substation',' ',37.87587184,-122.2453898
2135,66,'Substation',' ',37.87242957,-122.2781691
2136,66,'Substation',' ',37.86395872,-122.2589613
2137,66,'Substation',' ',37.85804465,-122.2686875
2138,66,'Substation',' ',37.8544867,-122.2796669
2139,66,'Substation',' ',37.82101995,-122.328728
2140,66,'Substation',' ',37.80905327,-122.3127067
2141,66,'Substation',' ',37.79853204,-122.2884507
2142,66,'Substation',' ',37.83632031,-122.2200046
2143,66,'Substation',' ',37.9266152,-122.0749436
2144,66,'Substation',' ',37.93880425,-122.0821136
2145,66,'Substation',' ',37.90480205,-122.0609609
2146,66,'Substation',' ',37.89510414,-122.0737283
2147,66,'Substation',' ',37.60403102,-122.4231589
2148,115,'Substation',' ',37.60582023,-122.3925307
2149,115,'Substation',' ',37.60810443,-122.3910401
2150,66,'Substation',' ',37.52507892,-122.3562982
2151,115,'Substation',' ',37.51313717,-122.2062532
2152,66,'Substation',' ',37.72239092,-122.1616289
2153,66,'Substation',' ',37.73986963,-122.1554072
2154,115,'Substation',' ',37.70698474,-122.1771784
2155,66,'Substation',' ',37.68021007,-122.1262564
2156,66,'Substation',' ',37.71581395,-122.1439269
2157,66,'Substation',' ',37.6863891,-122.1021887
2158,66,'Substation',' ',37.66851129,-122.0849976
2159,66,'Substation',' ',37.70187077,-122.0827995
2160,230,'Substation',' ',37.78212148,-121.9676808
2161,66,'Substation',' ',37.78289645,-121.6317484
2162,66,'Substation',' ',37.7768338,-121.5176269
2163,66,'Substation',' ',37.7521495,-121.804359
2164,115,'Substation',' ',37.51244728,-121.9444502
2165,115,'Substation',' ',37.64624161,-121.5464501
2166,66,'Substation',' ',37.97044803,-121.2681709
2167,66,'Substation',' ',37.96810648,-121.2686965
2168,115,'Substation',' ',37.94316146,-121.3011895
2169,66,'Substation',' ',37.90487095,-121.2607316
2170,66,'Substation',' ',37.80827817,-121.2880772
2171,66,'Substation',' ',37.31519458,-122.0926711
2172,66,'Substation',' ',37.36306465,-121.9458245
2173,230,'Substation',' ',37.04146743,-121.0108158
2174,66,'Substation',' ',36.98428761,-121.9903777
2175,66,'Substation',' ',36.97642408,-121.9801497
2176,66,'Substation',' ',36.97633055,-121.9646549
2177,66,'Substation',' ',36.9647278,-121.9737783
2178,66,'Substation',' ',36.98677959,-121.9510457
2179,66,'Substation',' ',36.98428364,-121.9154166
2180,66,'Substation',' ',36.97546948,-121.8942993
2181,66,'Substation',' ',36.61739069,-121.9190297
2182,66,'Substation',' ',36.59011835,-121.9442807
2183,66,'Substation',' ',36.56082725,-121.9196629
2184,115,'Substation',' ',36.87957607,-119.8246891
2185,115,'Substation',' ',36.84992908,-119.803345
2186,115,'Substation',' ',36.77800449,-119.6737998
2187,66,'Substation',' ',36.70367654,-119.8810706
2188,66,'Substation',' ',36.72636077,-119.7927116
2189,66,'Substation',' ',36.2379017,-120.3676133
2190,66,'Substation',' ',36.13397773,-120.2520369
2191,66,'Substation',' ',36.30036393,-119.8122866
2192,66,'Substation',' ',36.30522614,-119.7930855
2193,66,'Substation',' ',36.30400018,-119.7910976
2194,66,'Substation',' ',36.32061231,-119.6912126
2195,115,'Substation',' ',35.28258257,-119.3099896
2196,115,'Substation',' ',35.4207551,-118.9637524
2197,115,'Substation',' ',35.35813714,-118.9249094
2198,115,'Substation',' ',35.37708756,-119.0773347
2199,66,'Substation',' ',35.08231476,-119.3041211
2200,66,'Substation',' ',35.08324767,-119.2966802
2201,66,'Substation',' ',35.42202686,-118.9007632
2202,66,'Substation',' ',35.24729651,-118.8608581
2203,66,'Substation',' ',35.07545753,-118.3725027
2204,66,'Substation',' ',35.03525039,-118.3524329
2205,66,'Substation',' ',35.03161988,-118.3514755
2206,66,'Substation',' ',34.88938647,-120.2601902
2207,115,'Substation',' ',34.6427778,-120.4548466
2208,230,'Substation',' ',40.89028086,-121.7968934
2209,66,'Substation',' ',34.43159118,-119.9114558
2210,66,'Substation',' ',34.4195105,-119.8513903
2211,66,'Substation',' ',34.26343147,-119.0118563
2212,66,'Substation',' ',34.43109571,-118.5987892
2213,66,'Substation',' ',34.19286589,-118.9194514
2214,66,'Substation',' ',33.82471019,-118.344446
2215,66,'Substation',' ',33.84751172,-118.3111216
2216,66,'Substation',' ',33.79629417,-118.2157604
2217,66,'Substation',' ',33.76772237,-118.2135059
2218,66,'Substation',' ',33.99707836,-117.9143016
2219,66,'Substation',' ',33.86946944,-117.9596958
2220,230,'Substation',' ',39.91096984,-121.3275804
2221,66,'Substation',' ',39.00090033,-120.724844
2222,66,'Substation',' ',38.78137265,-121.3195751
2223,66,'Substation',' ',38.79227077,-121.362327
2224,66,'Substation',' ',33.75349535,-117.993784
2225,66,'Substation',' ',33.85880824,-117.4407018
2226,66,'Substation',' ',33.68720303,-117.9425958
2227,66,'Substation',' ',33.72690426,-117.8685382
2228,66,'Substation',' ',33.92346139,-117.2846982
2229,66,'Substation',' ',33.93382056,-116.9837522
2230,115,'Substation',' ',33.78334936,-116.9593832
2231,115,'Substation',' ',33.92158621,-116.6501837
2232,66,'Substation',' ',33.84555142,-116.5459043
2233,66,'Substation',' ',33.82514048,-116.5460938
2234,66,'Substation',' ',33.83019433,-116.5148399
2235,230,'Substation',' ',33.80964288,-115.4510934
2236,230,'Substation',' ',37.79994499,-121.907854
2237,66,'Substation',' ',38.25707836,-120.8503822
2238,66,'Substation',' ',38.03273648,-122.0743277
2239,66,'Substation',' ',41.29428709,-124.0568714
2240,66,'Substation',' ',33.89149927,-118.071162
2241,66,'Substation',' ',34.11395095,-117.9234422
2242,66,'Substation',' ',35.75233608,-120.6839668
2243,66,'Substation',' ',37.9633121,-121.3234312
2244,66,'Substation',' ',37.62724201,-120.934895
2245,230,'Substation',' ',37.79748937,-121.6033106
2246,66,'Substation',' ',32.79525102,-116.996787
2247,66,'Substation',' ',37.35009541,-118.4630219
2248,115,'Substation',' ',37.94620721,-120.5276303
2249,66,'Substation',' ',40.6238604,-122.4619985
2250,230,'Substation',' ',38.82389103,-122.7813165
2251,115,'Substation',' ',35.40593792,-119.336836
2252,66,'Substation',' ',37.99529965,-121.7018916
2253,66,'Substation',' ',37.9833716,-121.7279044
2254,115,'Substation',' ',37.09834375,-121.0484791
2255,66,'Substation',' ',40.70230013,-122.9248397
2256,230,'Substation',' ',38.6563236,-121.1898018
2257,66,'Substation',' ',37.80813517,-121.5948502
2258,66,'Substation',' ',33.60621266,-114.5998554
2259,66,'Substation',' ',35.26250712,-116.7022796
2260,66,'Substation',' ',36.34224774,-119.5924108
2261,230,'Substation','IMPORT',34.31514963,-114.1576556
2262,66,'Substation',' ',35.00019441,-117.6491998
2263,66,'Substation',' ',35.01359157,-117.8813046
2264,500,'Substation',' ',35.03484956,-118.2806898
2265,66,'Substation',' ',33.72935002,-114.5171768
2266,66,'Substation',' ',33.69094936,-114.5724676
2267,66,'Substation',' ',33.66046487,-114.62376
2268,66,'Substation',' ',33.6112788,-114.551017
2269,66,'Substation',' ',33.61086405,-114.6799559
2270,66,'Substation',' ',34.08755227,-116.9205846
2271,66,'Substation',' ',34.23438741,-117.2014241
2272,66,'Substation',' ',34.1957231,-116.9123756
2273,66,'Substation',' ',34.9030172,-116.8293583
2274,66,'Substation',' ',34.95748592,-116.6531954
2275,66,'Substation',' ',34.83674776,-116.6626696
2276,66,'Substation',' ',34.74052045,-117.3239307
2277,66,'Substation',' ',34.68212804,-117.3389005
2278,66,'Substation',' ',33.74644555,-116.715478
2279,66,'Substation',' ',35.64848234,-117.8165945
2280,66,'Substation',' ',35.62634452,-117.6728936
2281,66,'Substation',' ',34.20804986,-117.1039999
2282,66,'Substation',' ',33.77735982,-118.21534
