PlantCode,GenID,bus,FuelType,Pg,Pmax,Pmin,Qg,Qmax,Qmin,Lat,Lon
50223,1296,1727,Conventional Hydroelectric,0.400002708,1.2,0,0,18.7771429,-14.6707143,41.028893,-121.892351
50224,7610,1895,Other Waste Biomass,0,0.5,0,0,13.9,-9.5,34.140501,-119.184529
50224,7710,1895,Other Waste Biomass,0,0.5,0,0,13.9,-9.5,34.140501,-119.184529
50224,7810,1895,Other Waste Biomass,0,0.5,0,0,13.9,-9.5,34.140501,-119.184529
50234,2074,1040,Natural Gas Internal Combustion Engine,0.900006589,0.9,0,0,61.5666667,-27.3666667,34.1019,-117.6381
50234,2075,1040,Natural Gas Internal Combustion Engine,0.900006589,0.9,0,0,61.5666667,-27.3666667,34.1019,-117.6381
50234,2076,1040,Natural Gas Internal Combustion Engine,0.900006589,0.9,0,0,61.5666667,-27.3666667,34.1019,-117.6381
50276,EXIS,1858,Onshore Wind Turbine,2.5638222,5.9,0,0,23.8842105,-22.5631579,33.9131,-116.5631
50281,WGEN,1852,Onshore Wind Turbine,13.4709302,31,0,0,12.3,-12.3,33.926111,-116.615
50293,GEN1,68,Other Waste Biomass,0,29.1,0,0,13.9,-9.5,39.1062,-122.1096
50300,BESS1,525,Batteries,18.2432044,20,0,0,0,0,34.059444,-117.774167
50363,L313,8472,Wood/Wood Waste Biomass,0,21,0,0,0,0,32.903826,-115.511949
50375,GEN1,1457,Conventional Hydroelectric,0.400002708,1.2,0,0,18.7771429,-14.6707143,34.2619,-118.6242
50386,WING,1932,Onshore Wind Turbine,6.64855589,15.3,0,0,23.8842105,-22.5631579,35.0522,-118.3581
50388,GEN1,76,Petroleum Coke,0,27.3,0,0,16.9,-9.1,38.018056,-122.2344
50393,FR1,125,Conventional Hydroelectric,6.13337829,18.4,0,0,5.06666667,-3.4,36.997694,-119.703451
50393,M1,125,Conventional Hydroelectric,3.26669045,9.8,0,0,5.06666667,-3.4,36.997694,-119.703451
50393,RO1,125,Conventional Hydroelectric,0.800005626,2.4,0,0,5.06666667,-3.4,36.997694,-119.703451
50393,RO2,125,Conventional Hydroelectric,2.30001663,6.9,0,0,5.06666667,-3.4,36.997694,-119.703451
50400,GEN1,1889,Conventional Hydroelectric,5.40003955,16.2,0,0,18.7771429,-14.6707143,38.1861,-120.15
50464,GEN1,1893,Natural Gas Fired Combustion Turbine,2.19389114,19.2,0,0,24.5645161,-14.3219355,34.196,-119.1667
50464,GEN2,1893,Natural Gas Fired Combustion Turbine,49.500362,49.5,0,0,30.7,-16.5,34.196,-119.1667
50485,GEN1,1858,Onshore Wind Turbine,9.42965116,21.7,0,0,8.6,-8.6,33.915023,-116.555064
50485,GEN2,1858,Onshore Wind Turbine,1.47745686,3.4,0,0,23.8842105,-22.5631579,33.915023,-116.555064
50492,1,1522,Other Waste Biomass,0,2.3,0,0,13.9,-9.5,32.679172,-117.246698
50492,2,1522,Other Waste Biomass,0,2.3,0,0,13.9,-9.5,32.679172,-117.246698
50492,3,1522,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,32.679172,-117.246698
50493,DC1,239,Natural Gas Fired Combustion Turbine,10.6685586,24.9,0,0,15.4,-8.3,35.5005,-119.046
50493,DC2,239,Natural Gas Fired Combustion Turbine,10.6685586,24.9,0,0,15.4,-8.3,35.5005,-119.046
50494,KF1,1666,Natural Gas Fired Combustion Turbine,10.624254,24.9,0,0,15.4,-8.3,35.51647,-119.040128
50494,KF2,1666,Natural Gas Fired Combustion Turbine,10.624254,24.9,0,0,15.4,-8.3,35.51647,-119.040128
50495,HS1,248,Natural Gas Fired Combustion Turbine,11.5964714,24.9,0,0,15.4,-8.3,35.509041,-119.030546
50495,HS2,248,Natural Gas Fired Combustion Turbine,11.5964714,24.9,0,0,15.4,-8.3,35.509041,-119.030546
50530,GEN1,1702,Other Gases,30.0002212,30,0,0,18.6,-10,33.791667,-118.234722
50530,GEN2,1702,Other Gases,30.0002212,30,0,0,18.6,-10,33.791667,-118.234722
50530,GEN3,1702,Other Gases,0,23,0,0,17.3,-7.7,33.791667,-118.234722
50532,15SLE,2203,Onshore Wind Turbine,0.651819204,1.5,0,0,4.15,-4.15,35.0686,-118.3833
50532,WGNS,2203,Onshore Wind Turbine,7.51764816,17.3,0,0,4.15,-4.15,35.0686,-118.3833
50535,WGNS,1848,Onshore Wind Turbine,12.9929295,29.9,0,0,11.8,-11.8,33.9461,-116.6769
50536,WGNS,2399,Onshore Wind Turbine,33.4165979,76.9,0,0,30.4,-30.4,35.2608,-118.2469
50537,GEN1,1807,Natural Gas Fired Combustion Turbine,6.00004416,6,0,0,24.5645161,-14.3219355,37.455314,-122.172797
50540,GEN2,554,Natural Gas Steam Turbine,0,1.5,0,0,112.496078,-68.5764706,33.8153,-118.2358
50541,GEN1,384,Natural Gas Fired Combined Cycle,82.3006078,82.3,0,0,0,0,33.7771,-118.2303
50541,ST1,384,Natural Gas Fired Combined Cycle,13.6001001,13.6,0,0,0,0,33.7771,-118.2303
50541,ST2,384,Natural Gas Fired Combined Cycle,11.5000846,11.5,0,0,0,0,33.7771,-118.2303
50552,WGNS,1849,Onshore Wind Turbine,16.9038447,38.9,0,0,15.7,-15.7,33.914986,-116.71026
50553,1,1860,Onshore Wind Turbine,8.69092273,20,0,0,7.9,-7.9,33.881667,-116.460278
50560,GEN1,1447,Wood/Wood Waste Biomass,0,25,0,0,15.5,-8.3,37.874056,-120.477556
50571,GEN1,1614,Landfill Gas,0,3,0,0,23.1666667,-13.7,37.749308,-121.649866
50571,GEN2,1614,Landfill Gas,0,3,0,0,23.1666667,-13.7,37.749308,-121.649866
50610,1,394,Natural Gas Fired Combustion Turbine,1.20000864,1.2,0,0,24.5645161,-14.3219355,34.030318,-118.47844
50612,GEN1,253,Natural Gas Fired Combustion Turbine,46.0003391,46,0,0,28.5,-15.3,35.319503,-119.661992
50622,GEN1,1690,Natural Gas Fired Combustion Turbine,8.80006488,8.8,0,0,24.5645161,-14.3219355,35.089829,-119.440881
50622,GEN2,1690,Natural Gas Fired Combustion Turbine,8.80006488,8.8,0,0,24.5645161,-14.3219355,35.089829,-119.440881
50623,GENA,1223,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,34.475067,-120.205107
50623,GENB,1223,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,34.475067,-120.205107
50623,GENC,1223,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,34.475067,-120.205107
50623,GEND,1223,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,34.475067,-120.205107
50624,EXP1,467,All Other,7.50005484,7.5,0,0,10.05,-4.45,33.85336,-118.33
50624,GTG1,467,Other Gases,4.70305058,22.5,0,0,10.05,-4.45,33.85336,-118.33
50624,STG1,467,All Other,19.3001415,19.3,0,0,10.05,-4.45,33.85336,-118.33
50632,GEN1,1384,Municipal Solid Waste,0,24,0,0,14.9,-8,37.3853,-121.141
50674,GEN1A,2234,Natural Gas Internal Combustion Engine,1.20000881,1.2,0,0,61.5666667,-27.3666667,33.8247,-116.5106
50690,GEN1,8403,Onshore Wind Turbine,18.8593023,43.4,0,0,17.2,-17.2,33.934,-116.5781
50696,GEN1,713,Other Waste Biomass,0,2.5,0,0,13.9,-9.5,33.6942,-117.9381
50696,GEN2,713,Other Waste Biomass,0,2.5,0,0,13.9,-9.5,33.6942,-117.9381
50696,GEN3,713,Other Waste Biomass,0,2.5,0,0,13.9,-9.5,33.6942,-117.9381
50748,GEN1,1533,Natural Gas Fired Combined Cycle,24.4001802,24.4,0,0,11.8,-8.1,37.4058,-121.9272
50748,GEN2,1533,Natural Gas Fired Combined Cycle,7.60005455,7.6,0,0,17.6,-10.7,37.4058,-121.9272
50750,GEN1,1920,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.170317,-120.364084
50750,GEN2,1920,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.170317,-120.364084
50751,GTG1,2196,Natural Gas Fired Combustion Turbine,7.70487614,24,0,0,11.6,-8,35.4206,-118.9644
50751,GTG2,2196,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,35.4206,-118.9644
50751,GTG3,2196,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,35.4206,-118.9644
50752,GEN1,1674,Natural Gas Fired Combustion Turbine,31.4002317,31.4,0,0,15.2,-10.5,35.438611,-119.7075
50752,GEN2,1674,Natural Gas Fired Combustion Turbine,31.4002317,31.4,0,0,15.2,-10.5,35.438611,-119.7075
50752,GEN3,1674,Natural Gas Fired Combustion Turbine,31.4002317,31.4,0,0,15.2,-10.5,35.438611,-119.7075
50754,GEN1,8680,Onshore Wind Turbine,1.52091148,3.5,0,0,23.8842105,-22.5631579,35.043889,-118.276388
50754,GEN2,8680,Onshore Wind Turbine,1.82509377,4.2,0,0,23.8842105,-22.5631579,35.043889,-118.276388
50754,GEN3,8680,Onshore Wind Turbine,10.0380157,23.1,0,0,9.1,-9.1,35.043889,-118.276388
50754,GEN4,8680,Onshore Wind Turbine,1.6078207,3.7,0,0,23.8842105,-22.5631579,35.043889,-118.276388
50820,GEN1,796,Onshore Wind Turbine,1.30363841,3,0,0,23.8842105,-22.5631579,33.890913,-116.541515
50821,GEN1,1681,Onshore Wind Turbine,20.8582145,48,0,0,23.8842105,-22.5631579,35.045,-118.2642
50823,GEN1,1681,Onshore Wind Turbine,17.5991185,40.5,0,0,11.9,-11.9,35.046,-118.2757
50831,GEN1,1600,Landfill Gas,0,1,0,0,23.1666667,-13.7,37.9676,-122.382
50831,GEN2,1600,Landfill Gas,0,1,0,0,23.1666667,-13.7,37.9676,-122.382
50831,GEN3,1600,Landfill Gas,0,1,0,0,23.1666667,-13.7,37.9676,-122.382
50849,GEN1,2136,Natural Gas Fired Combined Cycle,23.0001698,23,0,0,14.3,-7.7,37.870331,-122.26337
50849,GEN2,2136,Natural Gas Fired Combined Cycle,5.50003923,5.5,0,0,17.7,-9.5,37.870331,-122.26337
50850,GEN1,1847,Natural Gas Fired Combined Cycle,23.5001735,23.5,0,0,17.6,-7.8,33.989626,-117.680911
50850,GEN2,1847,Natural Gas Fired Combined Cycle,7.30005228,7.3,0,0,23.1,-10.3,33.989626,-117.680911
50851,GEN1,1455,Natural Gas Fired Combined Cycle,23.5001735,23.5,0,0,11.4,-7.8,34.161951,-119.047916
50851,GEN2,1455,Natural Gas Fired Combined Cycle,7.60005455,7.6,0,0,17.2,-10.4,34.161951,-119.047916
50865,K100,653,Natural Gas Fired Combustion Turbine,38.9002871,38.9,0,0,0,0,35.9515,-120.8679
50961,GEN1,1292,Conventional Hydroelectric,1.40000998,4.2,0,0,18.7771429,-14.6707143,40.976859,-122.456251
50963,4TG,1123,Natural Gas Fired Combustion Turbine,5.30003898,5.3,0,0,24.5645161,-14.3219355,32.7261,-117.1464
50964,IND,1576,Geothermal,1.50001108,1.5,0,0,13.1222222,-7.60444444,40.300833,-120.105
50964,SYN,1576,Geothermal,1.50001108,1.5,0,0,13.1222222,-7.60444444,40.300833,-120.105
50985,3163,1333,Natural Gas Internal Combustion Engine,1.00000733,1,0,0,61.5666667,-27.3666667,38.2494,-122.0394
50985,3164,1333,Natural Gas Internal Combustion Engine,0.400002881,0.4,0,0,61.5666667,-27.3666667,38.2494,-122.0394
50985,3165,1333,Natural Gas Internal Combustion Engine,1.40001029,1.4,0,0,61.5666667,-27.3666667,38.2494,-122.0394
52063,GEN1,1323,All Other,4.00002902,4,0,0,0,0,38.0314,-122.1139
52064,GEN1,483,All Other,5.0000364,5,0,0,0,0,33.8431,-118.2347
52073,GEN1,519,Natural Gas Fired Combined Cycle,14.5001046,14.5,0,0,61.2301676,-35.8709497,34.0692,-118.4439
52073,GEN2,519,Natural Gas Fired Combined Cycle,14.5001046,14.5,0,0,61.2301676,-35.8709497,34.0692,-118.4439
52073,GEN3,519,Natural Gas Fired Combined Cycle,14.0001011,14,0,0,32.3,-14.3,34.0692,-118.4439
52076,UNIT1,253,Natural Gas Fired Combustion Turbine,6.00004421,6,0,0,24.5645161,-14.3219355,35.3161,-119.6597
52076,UNIT2,253,Natural Gas Fired Combustion Turbine,6.00004421,6,0,0,24.5645161,-14.3219355,35.3161,-119.6597
52078,GEN7,1686,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,35.2761,-119.5986
52078,GEN8,1686,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,35.2761,-119.5986
52078,GEN9,1686,Natural Gas Fired Combustion Turbine,3.50002568,3.5,0,0,24.5645161,-14.3219355,35.2761,-119.5986
52081,TG1,1675,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,35.3639,-119.6592
52081,TG2,1675,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,35.3639,-119.6592
52082,TG1,253,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,35.346102,-119.643431
52082,TG2,253,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,35.346102,-119.643431
52083,TG1,112,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.2097,-120.3828
52083,TG2,112,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.2097,-120.3828
52085,TG1,8239,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.1133,-119.4706
52085,TG2,8239,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.1133,-119.4706
52085,TG3,8239,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.1133,-119.4706
52085,TG4,8239,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.1133,-119.4706
52086,TG1,1920,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.1556,-120.3972
52086,TG2,1920,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.1556,-120.3972
52086,TG3,1920,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.1556,-120.3972
52086,TG4,1920,Natural Gas Fired Combustion Turbine,3.40002494,3.4,0,0,24.5645161,-14.3219355,36.1556,-120.3972
52096,GEN1,539,Natural Gas Fired Combustion Turbine,4.662803,21.4,0,0,24.5645161,-14.3219355,34.38407,-118.494882
52096,GEN2,539,Natural Gas Fired Combustion Turbine,4.662803,21.4,0,0,24.5645161,-14.3219355,34.38407,-118.494882
52099,GEN1,714,Other Waste Biomass,0,3,0,0,13.9,-9.5,33.6433,-117.9556
52099,GEN2,714,Other Waste Biomass,0,3,0,0,13.9,-9.5,33.6433,-117.9556
52099,GEN3,714,Other Waste Biomass,0,3,0,0,13.9,-9.5,33.6433,-117.9556
52099,GEN4,714,Other Waste Biomass,0,3,0,0,13.9,-9.5,33.6433,-117.9556
52099,GEN5,714,Other Waste Biomass,0,3,0,0,13.9,-9.5,33.6433,-117.9556
52099,GEN6,714,Other Waste Biomass,0,1,0,0,13.9,-9.5,33.6433,-117.9556
52104,GEN1,1675,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.3633,-119.6756
52104,GEN2,1675,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.3633,-119.6756
52104,GEN3,1675,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.3633,-119.6756
52104,GEN4,1675,Natural Gas Fired Combustion Turbine,3.10002272,3.1,0,0,24.5645161,-14.3219355,35.3633,-119.6756
52107,101A,1924,Natural Gas Fired Combustion Turbine,7.70487614,24.4,0,0,11.8,-8.1,35.4406,-118.9617
52107,101B,1924,Natural Gas Fired Combustion Turbine,7.70487614,24.4,0,0,11.8,-8.1,35.4406,-118.9617
52109,GEN1,1599,Natural Gas Fired Combined Cycle,62.6004624,62.6,0,0,47,-20.9,37.9418,-122.3909
52109,GEN2,1599,Natural Gas Fired Combined Cycle,62.6004624,62.6,0,0,47,-20.9,37.9418,-122.3909
52109,GEN5,1599,Natural Gas Fired Combined Cycle,15.8975997,30.4,0,0,18.8,-10.1,37.9418,-122.3909
52142,GEN1,1680,Onshore Wind Turbine,12.601838,29,0,0,23.8842105,-22.5631579,35.0506,-118.2572
52143,GEN1,1936,Onshore Wind Turbine,10.2118342,23.5,0,0,9.3,-9.3,35.068,-118.2898
52144,GEN1,1680,Onshore Wind Turbine,9.77728807,22.5,0,0,8.9,-8.9,35.076,-118.2487
52147,GEN1,1557,Natural Gas Fired Combustion Turbine,9.20006784,9.2,0,0,7,-3.1,32.6947,-117.1436
52147,GEN2,1557,Natural Gas Fired Combustion Turbine,10.0000737,10,0,0,7,-3.1,32.6947,-117.1436
52147,GEN3,1557,Natural Gas Fired Combustion Turbine,10.0000737,10,0,0,7,-3.1,32.6947,-117.1436
52160,WGNS,2203,Onshore Wind Turbine,9.560015,22,0,0,4.15,-4.15,35.076,-118.3664
52161,WGNS,1928,Onshore Wind Turbine,7.99564891,18.4,0,0,23.8842105,-22.5631579,35.0853,-118.3547
52162,WGNS,1931,Onshore Wind Turbine,6.12710052,14.1,0,0,23.8842105,-22.5631579,35.1011,-118.3372
52163,WTGN,1931,Onshore Wind Turbine,9.21237809,21.2,0,0,8.4,-8.4,35.1011,-118.3372
52165,WGNS,8593,Onshore Wind Turbine,0.782183045,1.8,0,0,23.8842105,-22.5631579,35.0908,-118.3936
52186,GEN1,1753,Natural Gas Fired Combustion Turbine,49.0003588,49,0,0,23.7,-16.3,39.13667,-121.639846
54015,GEN2,465,Landfill Gas,0,6.8,0,0,23.1666667,-13.7,34.033206,-117.906129
54017,U1,367,Conventional Hydroelectric,1.30000925,3.9,0,0,18.7771429,-14.6707143,34.204311,-117.855714
54017,U2,367,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,34.204311,-117.855714
54038,GEN1,1717,Geothermal,21.6001596,21.6,0,0,13.1222222,-7.60444444,32.7757,-115.2637
54238,STG,1163,Wood/Wood Waste Biomass,0,54,0,0,33.5,-18,37.943633,-121.330433
54296,BATT,446,Batteries,0.300001532,0.3,0,0,0,0,33.906953,-118.013105
54296,EG1,446,Natural Gas Internal Combustion Engine,0.600004363,0.6,0,0,61.5666667,-27.3666667,33.906953,-118.013105
54296,EG2,446,Natural Gas Internal Combustion Engine,0.600004363,0.6,0,0,61.5666667,-27.3666667,33.906953,-118.013105
54296,EG3,446,Natural Gas Internal Combustion Engine,1.00000733,1,0,0,61.5666667,-27.3666667,33.906953,-118.013105
54298,GEWE,1932,Onshore Wind Turbine,3.25909602,7.5,0,0,23.8842105,-22.5631579,35.0583,-118.3417
54299,GEWE,1933,Onshore Wind Turbine,1.30363841,3,0,0,23.8842105,-22.5631579,35.075,-118.3417
54300,GEWE,1989,Onshore Wind Turbine,1.95545761,4.5,0,0,23.8842105,-22.5631579,35.0583,-118.3083
54300,SX1S,1989,Onshore Wind Turbine,0,0.1,0,0,23.8842105,-22.5631579,35.0583,-118.3083
54308,1,166,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,40.199822,-123.523145
54337,1,1116,Natural Gas Internal Combustion Engine,0.800005847,0.8,0,0,61.5666667,-27.3666667,32.7149,-117.1689
54337,2,1116,Natural Gas Internal Combustion Engine,0.800005847,0.8,0,0,61.5666667,-27.3666667,32.7149,-117.1689
54343,GEN1,1425,Conventional Hydroelectric,6.70004907,20.1,0,0,0,0,36.4156,-119.0069
54410,CTG,1668,Natural Gas Fired Combustion Turbine,27.6983869,27.7,0,0,13.4,-9.2,35.440539,-119.012861
54447,TI,1675,Natural Gas Fired Combustion Turbine,5.00003677,5,0,0,24.5645161,-14.3219355,35.354444,-119.6617
54449,T1,1937,Natural Gas Fired Combustion Turbine,3.00002198,3,0,0,24.5645161,-14.3219355,35.220833,-119.583056
54449,T2,1937,Natural Gas Fired Combustion Turbine,3.00002198,3,0,0,24.5645161,-14.3219355,35.220833,-119.583056
54451,G1,1703,Other Natural Gas,0,10,0,0,0,0,33.7686,-118.2867
54451,G2,1703,Other Gases,51.6471993,58.5,0,0,43.9,-19.5,33.7686,-118.2867
54453,GEN2,1783,Onshore Wind Turbine,6.73546511,15.5,0,0,23.8842105,-22.5631579,38.1167,-121.8333
54454,GEN11,1854,Onshore Wind Turbine,21.5100337,49.5,0,0,23.8842105,-22.5631579,33.918395,-116.573906
54554,GEN1,1887,Conventional Hydroelectric,0.900006343,2.7,0,0,18.7771429,-14.6707143,38.3914,-120.0008
54554,GEN2,1887,Conventional Hydroelectric,0.900006343,2.7,0,0,18.7771429,-14.6707143,38.3914,-120.0008
54554,GEN3,1887,Conventional Hydroelectric,0.166667613,0.5,0,0,18.7771429,-14.6707143,38.3914,-120.0008
54567,1,7649,Landfill Gas,0,0.6,0,0,23.1666667,-13.7,38.596283,-121.687518
54567,2,7649,Landfill Gas,0,0.6,0,0,23.1666667,-13.7,38.596283,-121.687518
54567,3,7649,Landfill Gas,0,0.6,0,0,23.1666667,-13.7,38.596283,-121.687518
54567,4,7649,Landfill Gas,0,0.6,0,0,23.1666667,-13.7,38.596283,-121.687518
54567,5,7649,Landfill Gas,0,0.4,0,0,23.1666667,-13.7,38.596283,-121.687518
54647,EXIS,1680,Onshore Wind Turbine,12.4714741,28.7,0,0,11.3,-11.3,35.05,-118.2572
54650,EXI2,1848,Onshore Wind Turbine,3.95436984,9.1,0,0,23.8842105,-22.5631579,33.942,-116.661
54650,EXIS,1848,Onshore Wind Turbine,4.17164291,9.6,0,0,23.8842105,-22.5631579,33.942,-116.661
54654,KEK1,6,Conventional Hydroelectric,1.63334503,4.9,0,0,18.7771429,-14.6707143,40.0941,-123.508983
54681,EXIS,1857,Onshore Wind Turbine,3.1721868,7.3,0,0,23.8842105,-22.5631579,33.898856,-116.57281
54682,EXIS,2407,Onshore Wind Turbine,2.39000375,5.5,0,0,23.8842105,-22.5631579,33.893685,-116.567811
54685,EXIS,1857,Onshore Wind Turbine,5.08418979,11.7,0,0,23.8842105,-22.5631579,33.887401,-116.578231
54686,EXIS,295,Onshore Wind Turbine,11.7762003,27.1,0,0,10.7,-10.7,35.0506,-118.1714
54689,1,1721,Geothermal,52.0003841,52,0,0,13.1222222,-7.60444444,32.7146,-115.518
54689,2,1721,Geothermal,7.00005171,7,0,0,13.1222222,-7.60444444,32.7146,-115.518
54689,3,1721,Geothermal,3.50002586,3.5,0,0,13.1222222,-7.60444444,32.7146,-115.518
54689,4,1721,Geothermal,19.0001404,19,0,0,13.1222222,-7.60444444,32.7146,-115.518
54749,CTG,1519,Natural Gas Fired Combined Cycle,41.2003042,41.2,0,0,20,-13.7,33.1185,-117.0995
54749,STG,1519,Natural Gas Fired Combined Cycle,10.2000741,10.2,0,0,26.3,-17.1,33.1185,-117.0995
54750,VW1,1932,Onshore Wind Turbine,2.82454989,6.5,0,0,23.8842105,-22.5631579,35.0663,-118.339444
54909,EXI2,1927,Onshore Wind Turbine,3.60673293,8.3,0,0,4.35,-4.35,35.1061,-118.3114
54909,EXIS,1927,Onshore Wind Turbine,5.90982745,13.6,0,0,4.35,-4.35,35.1061,-118.3114
54912,GTG1,1592,Natural Gas Fired Combined Cycle,40.0002954,40,0,0,24.8,-13.3,38.0169,-122.1117
54912,GTG2,1592,Natural Gas Fired Combined Cycle,40.0002954,40,0,0,24.8,-13.3,38.0169,-122.1117
54912,STG1,1592,Other Gases,11.2823805,20,0,0,12.4,-6.7,38.0169,-122.1117
54931,WGN1,1933,Onshore Wind Turbine,20.3367592,46.8,0,0,18.5,-18.5,35.074,-118.3153
54936,3,1096,Natural Gas Fired Combustion Turbine,2.60001902,2.6,0,0,24.5645161,-14.3219355,32.583571,-116.930907
54951,EG1,636,Other Waste Biomass,0,0.6,0,0,13.9,-9.5,36.7056,-121.7714
54951,EG2,636,Other Waste Biomass,0,0.6,0,0,13.9,-9.5,36.7056,-121.7714
54951,EG3,636,Other Waste Biomass,0,0.6,0,0,13.9,-9.5,36.7056,-121.7714
54996,4100,1707,Geothermal,47.5003509,47.5,0,0,29.4,-15.8,33.157,-115.6386
55084,GE1,2117,Natural Gas Fired Combined Cycle,247.401827,247.4,0,0,0,0,38.0569,-122.2161
55094,UNT1,1086,Landfill Gas,0,1.6,0,0,23.1666667,-13.7,32.844845,-117.162747
55094,UNT2,1086,Landfill Gas,0,1.6,0,0,23.1666667,-13.7,32.844845,-117.162747
55094,UNT3,1086,Landfill Gas,0,1.6,0,0,23.1666667,-13.7,32.844845,-117.162747
55094,UNT4,1086,Landfill Gas,0,1.6,0,0,23.1666667,-13.7,32.844845,-117.162747
55112,CT01,1389,Natural Gas Fired Combined Cycle,133.650381,212,0,0,69.7,-69.7,39.053139,-121.695873
55112,CT02,1389,Natural Gas Fired Combined Cycle,133.650381,212,0,0,69.7,-69.7,39.053139,-121.695873
55112,ST01,1389,Natural Gas Fired Combined Cycle,133.650381,212,0,0,69.7,-69.7,39.053139,-121.695873
55151,GEN1,282,Natural Gas Fired Combined Cycle,300.002216,300,0,0,108.9,-108.9,35.2956,-119.5919
55151,GEN2,282,Natural Gas Fired Combined Cycle,300.002216,300,0,0,108.9,-108.9,35.2956,-119.5919
55151,GEN3,282,Natural Gas Fired Combined Cycle,300.002216,300,0,0,108.9,-108.9,35.2956,-119.5919
55151,GEN4,282,Natural Gas Fired Combined Cycle,300.002216,300,0,0,108.9,-108.9,35.2956,-119.5919
55161,UNT1,8018,Landfill Gas,0,3,0,0,23.1666667,-13.7,34.2925,-118.389444
55182,STG,1937,Natural Gas Fired Combined Cycle,213.071417,270,0,0,0,0,35.2097,-119.585
55182,X718,1937,Natural Gas Fired Combined Cycle,167.701239,167.7,0,0,0,0,35.2097,-119.585
55182,X719,1937,Natural Gas Fired Combined Cycle,167.701239,167.7,0,0,0,0,35.2097,-119.585
55184,UN-A,631,Natural Gas Fired Combustion Turbine,3.00002198,3,0,0,24.5645161,-14.3219355,35.953293,-120.859952
55184,UN-B,631,Natural Gas Fired Combustion Turbine,3.20002346,3.2,0,0,24.5645161,-14.3219355,35.953293,-120.859952
55217,CTG1,1589,Natural Gas Fired Combined Cycle,182.290086,198.9,0,0,123.3,-66.3,38.030071,-121.873004
55217,CTG2,1589,Natural Gas Fired Combined Cycle,182.290086,198.9,0,0,123.3,-66.3,38.030071,-121.873004
55217,STG3,1589,Natural Gas Fired Combined Cycle,220.574694,280.5,0,0,173.8,-93.5,38.030071,-121.873004
55295,CT1,8185,Natural Gas Fired Combined Cycle,182.001344,182,0,0,0,0,33.6157,-114.6865
55295,CT2,8185,Natural Gas Fired Combined Cycle,182.001344,182,0,0,0,0,33.6157,-114.6865
55295,ST1,8185,Natural Gas Fired Combined Cycle,175.549984,227,0,0,0,0,33.6157,-114.6865
55345,44927,8003,Natural Gas Fired Combined Cycle,182.139982,198.9,0,0,61.2301676,-35.8709497,32.581481,-116.914969
55345,44928,8003,Natural Gas Fired Combined Cycle,182.139982,198.9,0,0,61.2301676,-35.8709497,32.581481,-116.914969
55345,44929,8003,Natural Gas Fired Combined Cycle,136.38184,290.7,0,0,61.2301676,-35.8709497,32.581481,-116.914969
55393,CTG1,1820,Natural Gas Fired Combined Cycle,186.631657,200,0,0,123.9,-66.7,37.2207,-121.7457
